case:concept:name,concept:name,time:timestamp,case:OrganizationalEntity,case:TotalDeclared
travel permit 27745,Send Reminder,2019-04-01 06:00:53+00:00,organizational unit 65473,0.0
travel permit 27761,Send Reminder,2019-06-01 06:01:11+00:00,organizational unit 65457,0.0
travel permit 27777,Send Reminder,2019-03-01 06:00:56+00:00,organizational unit 65464,0.0
travel permit 27913,Send Reminder,2019-06-01 06:01:20+00:00,organizational unit 65455,0.0
travel permit 27963,Send Reminder,2019-03-01 06:00:57+00:00,organizational unit 65456,0.0
travel permit 27968,Send Reminder,2019-02-01 06:00:34+00:00,organizational unit 65455,0.0
travel permit 2797,Send Reminder,2018-06-01 06:00:59+00:00,organizational unit 65456,0.0
travel permit 27973,Send Reminder,2019-01-01 06:00:08+00:00,organizational unit 65458,0.0
travel permit 28023,Send Reminder,2018-10-01 06:00:42+00:00,organizational unit 65455,0.0
travel permit 28178,Send Reminder,2018-10-01 06:00:42+00:00,organizational unit 65456,0.0
travel permit 28289,Send Reminder,2018-09-01 06:00:48+00:00,organizational unit 65466,0.0
travel permit 28363,Send Reminder,2018-07-01 06:01:18+00:00,organizational unit 65458,0.0
travel permit 28474,Send Reminder,2019-02-01 06:00:37+00:00,organizational unit 65455,0.0
travel permit 28479,Send Reminder,2019-03-01 06:00:51+00:00,organizational unit 65455,0.0
travel permit 28494,Send Reminder,2019-03-01 06:01:02+00:00,organizational unit 65455,0.0
travel permit 28590,Send Reminder,2019-02-01 06:00:34+00:00,organizational unit 65460,0.0
travel permit 28595,Send Reminder,2019-04-01 06:00:52+00:00,organizational unit 65460,0.0
travel permit 28600,Send Reminder,2019-04-01 06:00:47+00:00,organizational unit 65454,0.0
travel permit 28615,Send Reminder,2018-10-01 06:00:39+00:00,organizational unit 65454,0.0
travel permit 28751,Send Reminder,2018-10-01 06:00:41+00:00,organizational unit 65456,0.0
travel permit 2881,Send Reminder,2018-06-01 06:00:57+00:00,organizational unit 65460,0.0
travel permit 2887,Send Reminder,2019-02-01 06:00:40+00:00,organizational unit 65460,0.0
travel permit 28908,Send Reminder,2019-02-01 06:00:49+00:00,organizational unit 65460,0.0
travel permit 28935,Send Reminder,2018-12-01 06:00:49+00:00,organizational unit 65459,0.0
travel permit 29001,Send Reminder,2018-08-01 06:00:46+00:00,organizational unit 65460,0.0
travel permit 29007,Send Reminder,2018-08-01 06:00:55+00:00,organizational unit 65460,0.0
travel permit 29042,Send Reminder,2018-10-01 06:00:36+00:00,organizational unit 65461,0.0
travel permit 29172,Send Reminder,2019-04-01 06:00:52+00:00,organizational unit 65456,0.0
travel permit 29187,Send Reminder,2019-02-01 06:00:57+00:00,organizational unit 65454,0.0
travel permit 2919,Send Reminder,2018-06-01 06:01:02+00:00,organizational unit 65458,0.0
travel permit 29279,Send Reminder,2019-03-01 06:00:52+00:00,organizational unit 65458,0.0
travel permit 2937,Send Reminder,2018-07-01 06:01:22+00:00,organizational unit 65457,0.0
travel permit 2943,Send Reminder,2018-05-01 06:00:32+00:00,organizational unit 65472,0.0
travel permit 29463,Send Reminder,2019-03-01 06:00:59+00:00,organizational unit 65466,0.0
travel permit 29619,Send Reminder,2018-12-01 06:00:39+00:00,organizational unit 65459,0.0
travel permit 29691,Send Reminder,2018-11-01 06:00:41+00:00,organizational unit 65454,0.0
travel permit 29713,Send Reminder,2018-11-01 06:00:38+00:00,organizational unit 65464,0.0
travel permit 29718,Send Reminder,2019-03-01 06:00:53+00:00,organizational unit 65455,0.0
travel permit 29723,Send Reminder,2019-03-01 06:00:59+00:00,organizational unit 65455,0.0
travel permit 29752,Send Reminder,2019-01-01 06:00:22+00:00,organizational unit 65458,0.0
travel permit 29757,Send Reminder,2019-03-01 06:01:03+00:00,organizational unit 65457,0.0
travel permit 29762,Send Reminder,2019-03-01 06:00:57+00:00,organizational unit 65458,0.0
travel permit 29856,Send Reminder,2019-01-01 06:00:50+00:00,organizational unit 65455,0.0
travel permit 30017,Send Reminder,2019-02-01 06:00:51+00:00,organizational unit 65459,0.0
travel permit 30266,Send Reminder,2018-11-01 06:00:34+00:00,organizational unit 65454,0.0
travel permit 30406,Send Reminder,2019-03-01 06:00:51+00:00,organizational unit 65454,0.0
travel permit 30436,Send Reminder,2019-02-01 06:00:53+00:00,organizational unit 65456,0.0
travel permit 30533,Send Reminder,2019-03-01 06:01:00+00:00,organizational unit 65465,0.0
travel permit 30538,Send Reminder,2019-01-01 06:00:39+00:00,organizational unit 65454,16.13648170732623
travel permit 30670,Send Reminder,2019-06-01 06:01:07+00:00,organizational unit 65474,0.0
travel permit 30688,Send Reminder,2019-03-01 06:00:39+00:00,organizational unit 65467,0.0
travel permit 30836,Send Reminder,2018-11-01 06:00:44+00:00,organizational unit 65457,0.0
travel permit 31133,Send Reminder,2018-10-01 06:00:22+00:00,organizational unit 65456,0.0
travel permit 31164,Send Reminder,2018-10-01 06:00:48+00:00,organizational unit 65460,0.0
travel permit 31180,Send Reminder,2018-06-01 06:00:59+00:00,organizational unit 65469,0.0
travel permit 31373,Send Reminder,2019-01-01 06:00:11+00:00,organizational unit 65455,0.0
travel permit 31380,Send Reminder,2019-03-01 06:00:40+00:00,organizational unit 65456,0.0
travel permit 31462,Send Reminder,2018-06-01 06:00:58+00:00,organizational unit 65454,0.0
travel permit 31934,Send Reminder,2019-02-01 06:00:39+00:00,organizational unit 65456,0.0
travel permit 31973,Send Reminder,2018-06-01 06:00:59+00:00,organizational unit 65458,0.0
travel permit 3211,Send Reminder,2018-04-01 06:00:44+00:00,organizational unit 65459,0.0
travel permit 3218,Send Reminder,2018-06-01 06:01:02+00:00,organizational unit 65459,0.0
travel permit 32266,Send Reminder,2018-09-01 06:00:42+00:00,organizational unit 65464,0.0
travel permit 32346,Send Reminder,2019-03-01 06:00:48+00:00,organizational unit 65455,0.0
travel permit 32351,Send Reminder,2018-10-01 06:00:44+00:00,organizational unit 65454,0.0
travel permit 32371,Send Reminder,2018-08-01 06:00:46+00:00,organizational unit 65455,0.0
travel permit 32571,Send Reminder,2018-09-01 06:00:41+00:00,organizational unit 65470,0.0
travel permit 32733,Send Reminder,2019-02-01 06:00:58+00:00,organizational unit 65464,0.0
travel permit 3281,Send Reminder,2018-06-01 06:01:00+00:00,organizational unit 65456,0.0
travel permit 32913,Send Reminder,2018-10-01 06:00:43+00:00,organizational unit 65464,549.2033068629434
travel permit 33153,Send Reminder,2019-03-01 06:01:06+00:00,organizational unit 65457,0.0
travel permit 33254,Send Reminder,2018-10-01 06:00:47+00:00,organizational unit 65458,0.0
travel permit 33297,Send Reminder,2018-10-01 06:00:37+00:00,organizational unit 65456,408.9096609449582
travel permit 33505,Send Reminder,2019-02-01 06:00:47+00:00,organizational unit 65457,0.0
travel permit 33558,Send Reminder,2019-03-01 06:00:54+00:00,organizational unit 65459,0.0
travel permit 33707,Send Reminder,2019-02-01 06:00:51+00:00,organizational unit 65459,0.0
travel permit 33905,Send Reminder,2018-11-01 06:00:43+00:00,organizational unit 65458,0.0
travel permit 33941,Send Reminder,2018-10-01 06:00:17+00:00,organizational unit 65454,0.0
travel permit 34042,Send Reminder,2018-12-01 06:00:51+00:00,organizational unit 65459,0.0
travel permit 34160,Send Reminder,2019-04-01 06:00:55+00:00,organizational unit 65454,0.0
travel permit 34165,Send Reminder,2019-03-01 06:01:00+00:00,organizational unit 65456,0.0
travel permit 3422,Send Reminder,2018-10-01 06:00:37+00:00,organizational unit 65455,0.0
travel permit 34354,Send Reminder,2018-12-01 06:00:27+00:00,organizational unit 65460,0.0
travel permit 34408,Send Reminder,2019-02-01 06:00:49+00:00,organizational unit 65455,0.0
travel permit 34636,Send Reminder,2018-12-01 06:00:53+00:00,organizational unit 65455,0.0
travel permit 3470,Send Reminder,2018-07-01 06:01:17+00:00,organizational unit 65464,0.0
travel permit 34904,Send Reminder,2019-04-01 06:00:48+00:00,organizational unit 65466,0.0
travel permit 34909,Send Reminder,2019-03-01 06:01:03+00:00,organizational unit 65469,0.0
travel permit 34933,Send Reminder,2019-08-01 06:00:54+00:00,organizational unit 65456,0.0
travel permit 35068,Send Reminder,2019-01-01 06:00:40+00:00,organizational unit 65459,0.0
travel permit 35216,Send Reminder,2019-03-01 06:00:50+00:00,organizational unit 65454,21.515308943101637
travel permit 35279,Send Reminder,2019-01-01 06:00:28+00:00,organizational unit 65466,647.7212690602477
travel permit 35337,Send Reminder,2019-05-01 06:00:59+00:00,organizational unit 65464,0.0
travel permit 3540,Send Reminder,2018-10-01 06:00:49+00:00,organizational unit 65455,0.0
travel permit 35401,Send Reminder,2019-02-01 06:00:50+00:00,organizational unit 65459,0.0
travel permit 35406,Send Reminder,2019-05-01 06:00:54+00:00,organizational unit 65454,0.0
travel permit 35411,Send Reminder,2019-03-01 06:00:48+00:00,organizational unit 65458,0.0
travel permit 35458,Send Reminder,2019-03-01 06:00:43+00:00,organizational unit 65465,0.0
travel permit 35510,Send Reminder,2019-02-01 06:00:56+00:00,organizational unit 65456,108.64047667718408
travel permit 35591,Send Reminder,2019-02-01 06:00:53+00:00,organizational unit 65456,0.0
travel permit 35923,Send Reminder,2018-10-01 06:00:34+00:00,organizational unit 65454,0.0
travel permit 35928,Send Reminder,2018-09-01 06:00:46+00:00,organizational unit 65458,0.0
travel permit 35934,Send Reminder,2018-09-01 06:00:47+00:00,organizational unit 65466,0.0
travel permit 36045,Send Reminder,2018-09-01 06:00:49+00:00,organizational unit 65458,0.0
travel permit 36103,Send Reminder,2018-08-01 06:00:24+00:00,organizational unit 65456,0.0
travel permit 36391,Send Reminder,2018-10-01 06:00:52+00:00,organizational unit 65459,0.0
travel permit 36411,Send Reminder,2019-01-01 06:00:43+00:00,organizational unit 65455,0.0
travel permit 36416,Send Reminder,2019-01-01 06:00:48+00:00,organizational unit 65459,0.0
travel permit 36502,Send Reminder,2018-12-01 06:00:49+00:00,organizational unit 65457,0.0
travel permit 36561,Send Reminder,2018-10-01 06:00:47+00:00,organizational unit 65460,0.0
travel permit 36566,Send Reminder,2018-10-01 06:00:35+00:00,organizational unit 65460,0.0
travel permit 36682,Send Reminder,2018-09-01 06:00:44+00:00,organizational unit 65459,0.0
travel permit 36687,Send Reminder,2018-09-01 06:00:48+00:00,organizational unit 65457,0.0
travel permit 36785,Send Reminder,2018-10-01 06:00:36+00:00,organizational unit 65454,0.0
travel permit 36880,Send Reminder,2018-09-01 06:00:42+00:00,organizational unit 65458,0.0
travel permit 36963,Send Reminder,2018-07-01 06:01:19+00:00,organizational unit 65458,0.0
travel permit 36988,Send Reminder,2018-07-01 06:01:22+00:00,organizational unit 65460,609.3884887845393
travel permit 37000,Send Reminder,2018-12-01 06:00:50+00:00,organizational unit 65455,160.03078404654042
travel permit 37047,Send Reminder,2018-10-01 06:00:44+00:00,organizational unit 65460,372.5480239692567
travel permit 37097,Send Reminder,2018-08-01 06:00:43+00:00,organizational unit 65459,0.0
travel permit 37179,Send Reminder,2018-11-01 06:00:37+00:00,organizational unit 65456,0.0
travel permit 37656,Send Reminder,2018-10-01 06:00:51+00:00,organizational unit 65454,0.0
travel permit 37718,Send Reminder,2018-09-01 06:00:54+00:00,organizational unit 65460,0.0
travel permit 37723,Send Reminder,2018-07-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 37728,Send Reminder,2018-10-01 06:00:48+00:00,organizational unit 65458,257.8631002970797
travel permit 37859,Send Reminder,2018-09-01 06:00:54+00:00,organizational unit 65456,487.2236487072434
travel permit 37971,Send Reminder,2018-05-01 06:00:33+00:00,organizational unit 65459,0.0
travel permit 38016,Send Reminder,2018-10-01 06:00:52+00:00,organizational unit 65454,0.0
travel permit 38021,Send Reminder,2018-10-01 06:00:38+00:00,organizational unit 65454,0.0
travel permit 38222,Send Reminder,2018-10-01 06:00:42+00:00,organizational unit 65464,0.0
travel permit 3823,Send Reminder,2018-08-01 06:00:56+00:00,organizational unit 65455,0.0
travel permit 38259,Send Reminder,2018-10-01 06:00:39+00:00,organizational unit 65454,0.0
travel permit 38294,Send Reminder,2018-09-01 06:00:54+00:00,organizational unit 65459,0.0
travel permit 38322,Send Reminder,2018-10-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 38640,Send Reminder,2019-04-01 06:00:49+00:00,organizational unit 65458,1007.531150947859
travel permit 38650,Send Reminder,2018-09-01 06:00:49+00:00,organizational unit 65458,0.0
travel permit 38755,Send Reminder,2018-09-01 06:00:51+00:00,organizational unit 65454,0.0
travel permit 38816,Send Reminder,2018-09-01 06:00:46+00:00,organizational unit 65469,0.0
travel permit 39016,Send Reminder,2018-10-01 06:00:46+00:00,organizational unit 65455,0.0
travel permit 39021,Send Reminder,2018-10-01 06:00:39+00:00,organizational unit 65456,0.0
travel permit 39026,Send Reminder,2018-10-01 06:00:45+00:00,organizational unit 65456,0.0
travel permit 39130,Send Reminder,2018-11-01 06:00:35+00:00,organizational unit 65457,1167.907912038848
travel permit 39201,Send Reminder,2018-09-01 06:00:54+00:00,organizational unit 65464,0.0
travel permit 39207,Send Reminder,2018-09-01 06:00:42+00:00,organizational unit 65455,0.0
travel permit 39341,Send Reminder,2018-09-01 06:00:55+00:00,organizational unit 65454,15.311335221111111
travel permit 39583,Send Reminder,2019-01-01 06:00:52+00:00,organizational unit 65459,0.0
travel permit 39588,Send Reminder,2018-10-01 06:00:45+00:00,organizational unit 65464,0.0
travel permit 39619,Send Reminder,2018-10-01 06:00:40+00:00,organizational unit 65460,0.0
travel permit 39987,Send Reminder,2018-12-01 06:00:47+00:00,organizational unit 65464,0.0
travel permit 39992,Send Reminder,2018-09-01 06:00:45+00:00,organizational unit 65456,0.0
travel permit 40313,Send Reminder,2019-03-01 06:01:03+00:00,organizational unit 65454,0.0
travel permit 40420,Send Reminder,2018-09-01 06:00:43+00:00,organizational unit 65454,0.0
travel permit 40528,Send Reminder,2018-10-01 06:00:47+00:00,organizational unit 65458,0.0
travel permit 40533,Send Reminder,2018-11-01 06:00:41+00:00,organizational unit 65458,0.0
travel permit 40657,Send Reminder,2018-10-01 06:00:51+00:00,organizational unit 65464,0.0
travel permit 40706,Send Reminder,2018-08-01 06:00:56+00:00,organizational unit 65455,0.0
travel permit 41008,Send Reminder,2018-10-01 06:00:46+00:00,organizational unit 65454,0.0
travel permit 41166,Send Reminder,2018-08-01 06:00:44+00:00,organizational unit 65458,0.0
travel permit 41436,Send Reminder,2018-05-01 06:00:32+00:00,organizational unit 65455,0.0
travel permit 41481,Send Reminder,2018-05-01 06:00:31+00:00,organizational unit 65458,0.0
travel permit 41514,Send Reminder,2018-06-01 06:00:55+00:00,organizational unit 65459,0.0
travel permit 4162,Send Reminder,2018-08-01 06:00:58+00:00,organizational unit 65455,0.0
travel permit 41642,Send Reminder,2018-10-01 06:00:53+00:00,organizational unit 65460,0.0
travel permit 42032,Send Reminder,2019-01-01 06:00:49+00:00,organizational unit 65469,0.0
travel permit 42037,Send Reminder,2018-08-01 06:00:57+00:00,organizational unit 65455,0.0
travel permit 42131,Send Reminder,2018-06-01 06:01:01+00:00,organizational unit 65458,0.0
travel permit 42245,Send Reminder,2018-06-01 06:00:56+00:00,organizational unit 65459,0.0
travel permit 42251,Send Reminder,2018-06-01 06:01:03+00:00,organizational unit 65459,0.0
travel permit 4232,Send Reminder,2018-10-01 06:00:37+00:00,organizational unit 65475,0.0
travel permit 4286,Send Reminder,2018-07-01 06:01:19+00:00,organizational unit 65454,0.0
travel permit 42931,Send Reminder,2018-08-01 06:00:49+00:00,organizational unit 65456,0.0
travel permit 43069,Send Reminder,2018-11-01 06:00:33+00:00,organizational unit 65457,559.487381268953
travel permit 4308,Send Reminder,2018-05-01 06:00:08+00:00,organizational unit 65455,0.0
travel permit 43107,Send Reminder,2019-01-01 06:00:40+00:00,organizational unit 65455,2424.604224082847
travel permit 43197,Send Reminder,2018-06-01 06:00:28+00:00,organizational unit 65459,0.0
travel permit 43528,Send Reminder,2018-08-01 06:00:44+00:00,organizational unit 65455,0.0
travel permit 43699,Send Reminder,2018-07-01 06:01:19+00:00,organizational unit 65459,2022.1731199809249
travel permit 43738,Send Reminder,2018-06-01 06:00:58+00:00,organizational unit 65458,0.0
travel permit 43792,Send Reminder,2018-11-01 06:00:32+00:00,organizational unit 65455,0.0
travel permit 438,Send Reminder,2018-07-01 06:01:21+00:00,organizational unit 65455,0.0
travel permit 43861,Send Reminder,2018-09-01 06:00:47+00:00,organizational unit 65458,0.0
travel permit 43867,Send Reminder,2019-02-01 06:00:56+00:00,organizational unit 65457,0.0
travel permit 43924,Send Reminder,2018-08-01 06:00:54+00:00,organizational unit 65461,0.0
travel permit 44050,Send Reminder,2018-08-01 06:00:57+00:00,organizational unit 65457,320.7617455143294
travel permit 44155,Send Reminder,2018-07-01 06:01:10+00:00,organizational unit 65460,0.0
travel permit 44190,Send Reminder,2018-07-01 06:01:22+00:00,organizational unit 65458,0.0
travel permit 44195,Send Reminder,2018-08-01 06:00:48+00:00,organizational unit 65456,1007.7997250478218
travel permit 44224,Send Reminder,2018-11-01 06:00:31+00:00,organizational unit 65454,0.0
travel permit 44322,Send Reminder,2018-08-01 06:00:54+00:00,organizational unit 65456,0.0
travel permit 44409,Send Reminder,2018-10-01 06:00:46+00:00,organizational unit 65454,467.3398592812813
travel permit 44565,Send Reminder,2018-07-01 06:01:09+00:00,organizational unit 65458,0.0
travel permit 44660,Send Reminder,2018-10-01 06:00:33+00:00,organizational unit 65454,0.0
travel permit 44815,Send Reminder,2018-08-01 06:00:49+00:00,organizational unit 65459,0.0
travel permit 44879,Send Reminder,2018-08-01 06:00:53+00:00,organizational unit 65455,0.0
travel permit 44896,Send Reminder,2018-09-01 06:00:43+00:00,organizational unit 65464,0.0
travel permit 44901,Send Reminder,2018-10-01 06:00:49+00:00,organizational unit 65457,0.0
travel permit 45025,Send Reminder,2018-07-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 45073,Send Reminder,2018-08-01 06:00:55+00:00,organizational unit 65458,0.0
travel permit 45176,Send Reminder,2018-08-01 06:00:58+00:00,organizational unit 65454,0.0
travel permit 45193,Send Reminder,2018-10-01 06:00:45+00:00,organizational unit 65469,0.0
travel permit 45236,Send Reminder,2018-07-01 06:00:52+00:00,organizational unit 65458,0.0
travel permit 45326,Send Reminder,2018-12-01 06:00:48+00:00,organizational unit 65455,0.0
travel permit 45560,Send Reminder,2018-09-01 06:00:52+00:00,organizational unit 65458,0.0
travel permit 45903,Send Reminder,2018-09-01 06:00:45+00:00,organizational unit 65459,0.0
travel permit 45942,Send Reminder,2018-10-01 06:00:40+00:00,organizational unit 65459,0.0
travel permit 45972,Send Reminder,2018-09-01 06:00:55+00:00,organizational unit 65460,0.0
travel permit 46152,Send Reminder,2018-12-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 46186,Send Reminder,2018-08-01 06:00:45+00:00,organizational unit 65458,0.0
travel permit 46332,Send Reminder,2018-09-01 06:00:49+00:00,organizational unit 65455,0.0
travel permit 4635,Send Reminder,2018-06-01 06:00:58+00:00,organizational unit 65474,0.0
travel permit 46406,Send Reminder,2018-09-01 06:00:47+00:00,organizational unit 65460,0.0
travel permit 46581,Send Reminder,2018-08-01 06:00:47+00:00,organizational unit 65469,0.0
travel permit 46611,Send Reminder,2018-10-01 06:00:33+00:00,organizational unit 65458,998.7200845318242
travel permit 46634,Send Reminder,2018-11-01 06:00:31+00:00,organizational unit 65458,0.0
travel permit 46670,Send Reminder,2019-03-01 06:00:58+00:00,organizational unit 65457,0.0
travel permit 46794,Send Reminder,2018-08-01 06:00:52+00:00,organizational unit 65459,0.0
travel permit 46819,Send Reminder,2018-08-01 06:00:44+00:00,organizational unit 65466,906.4064118262385
travel permit 46864,Send Reminder,2018-09-01 06:00:45+00:00,organizational unit 65454,0.0
travel permit 46967,Send Reminder,2018-11-01 06:00:44+00:00,organizational unit 65459,0.0
travel permit 47051,Send Reminder,2019-01-01 06:00:50+00:00,organizational unit 65459,221.30990934212954
travel permit 47086,Send Reminder,2018-10-01 06:00:44+00:00,organizational unit 65466,0.0
travel permit 47092,Send Reminder,2018-11-01 06:00:33+00:00,organizational unit 65466,0.0
travel permit 47098,Send Reminder,2018-11-01 06:00:38+00:00,organizational unit 65466,0.0
travel permit 47139,Send Reminder,2019-02-01 06:00:51+00:00,organizational unit 65455,0.0
travel permit 47182,Send Reminder,2019-04-01 06:00:47+00:00,organizational unit 65458,0.0
travel permit 47205,Send Reminder,2018-10-01 06:00:36+00:00,organizational unit 65460,0.0
travel permit 47279,Send Reminder,2018-08-01 06:00:54+00:00,organizational unit 65459,0.0
travel permit 47363,Send Reminder,2018-08-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 47368,Send Reminder,2018-09-01 06:00:47+00:00,organizational unit 65459,0.0
travel permit 47510,Send Reminder,2019-02-01 06:00:33+00:00,organizational unit 65464,0.0
travel permit 47584,Send Reminder,2019-03-01 06:00:45+00:00,organizational unit 65459,0.0
travel permit 47605,Send Reminder,2019-01-01 06:00:12+00:00,organizational unit 65458,0.0
travel permit 47645,Send Reminder,2019-03-01 06:00:53+00:00,organizational unit 65458,0.0
travel permit 47650,Send Reminder,2019-03-01 06:00:46+00:00,organizational unit 65456,0.0
travel permit 47687,Send Reminder,2019-03-01 06:00:31+00:00,organizational unit 65464,1375.2402645611564
travel permit 47722,Send Reminder,2019-03-01 06:00:36+00:00,organizational unit 65458,11015.051612944866
travel permit 47754,Send Reminder,2019-05-01 06:00:55+00:00,organizational unit 65460,0.0
travel permit 47875,Send Reminder,2019-06-01 06:01:10+00:00,organizational unit 65460,0.0
travel permit 47884,Send Reminder,2019-03-01 06:00:49+00:00,organizational unit 65454,0.0
travel permit 48050,Send Reminder,2019-02-01 06:00:58+00:00,organizational unit 65454,0.0
travel permit 48137,Send Reminder,2019-02-01 06:00:42+00:00,organizational unit 65454,0.0
travel permit 48174,Send Reminder,2019-04-01 06:00:48+00:00,organizational unit 65456,0.0
travel permit 48306,Send Reminder,2019-03-01 06:00:55+00:00,organizational unit 65464,0.0
travel permit 48312,Send Reminder,2019-01-01 06:00:23+00:00,organizational unit 65464,658.0848583256351
travel permit 48358,Send Reminder,2019-02-01 06:00:50+00:00,organizational unit 65459,0.0
travel permit 48418,Send Reminder,2019-03-01 06:01:05+00:00,organizational unit 65459,0.0
travel permit 48454,Send Reminder,2019-02-01 06:00:31+00:00,organizational unit 65454,0.0
travel permit 48459,Send Reminder,2019-04-01 06:00:38+00:00,organizational unit 65456,851.0107430024284
